files,sents,target
秦巴山区 乡村 聚落 空间 格局 演变 影响 因子 陕西 宁强县 例,研究 结果表明 ( 1 ) 乡村 聚落 规模 来看 2010 年 相比 2019 年 宁强县 乡村 聚落 数量 减少 规模 增加 小型 聚落 逐渐 大 中型 聚落 发展 ; 聚落 规模 空间 集聚 性 显著 大规模 聚落 分布 河谷 平坝 外 扩展 小规模 聚落 散布 外围 山地 丘陵区 分布 重心 西部 东部 南部 转移 ; ( 2 ) 空间分布 来看 乡村 聚落 高密度 区向 镇区 缩减 原本 街道办 各镇 中心 多核 带状 分布 逐渐 破碎 化 聚落 空间分布 低地 缓坡 指向性 交通 河流 指向性 时间 发展 进一步 加强 ; ( 3 ) 复杂 地形 条件 河流 地质环境 耕地 资源 自然环境 因素 塑造 宁强县 乡村 聚落 大 分散 小 集聚 空间 基本格局 聚落 演变 继续 发挥 重要 作用 ; 政策 制度 因素 交通条件 人口 规模 社会 人文 因素 推动 宁强县 乡村 聚落 迅速 演化 重要 动力,1
秦巴山区 乡村 聚落 空间 格局 演变 影响 因子 陕西 宁强县 例,聚落 演变 研究 人地关系 重要组成部分 把握 聚落 演变 规律性 优化 聚落 空间结构 促进 人 协调发展 具有 重要意义,0
秦巴山区 乡村 聚落 空间 格局 演变 影响 因子 陕西 宁强县 例,研究 秦巴山区 宁强县 研究 对象 基于 Google Earth 高分辨率 影像 提取 2010 年和 2019 年 宁强县 乡村 聚落 斑块 数据 综合 运用 景观 格局 指数和 GIS 空间分析 方法 宁强县 乡村 聚落 空间 格局 演变 特征 进行 动态研究 引入 地理 加权 回归 模型 进一步 探寻 宁强县 乡村 聚落 空间 格局 演变 影响 因子,0
秦巴山区 乡村 聚落 空间 格局 演变 影响 因子 陕西 宁强县 例,研究 山区 乡村 聚落 空间 布局优化 移民 搬迁 选址 提供 理论依据,0
积极 心理学 理念 行动 苗元江,现代心理学 正 处在 一个 转折 时期 消极 心理学 模式 积极 心理学 模式 转换,0
积极 心理学 理念 行动 苗元江,过去 几十年 里 消极 心理学 占居 主导地位 忽视 人 积极 心理品质 研究 造成 心理学 知识 巨大 空场 心理 科学 贫困,0
积极 心理学 理念 行动 苗元江,积极 心理学 力主 心理学 应该 必须 转换 研究 人类 优点 新型 科学,0
积极 心理学 理念 行动 苗元江,积极 心理学 一种 全新 理念 行动 目的 研究 人类 积极 品质 关注 人类 生存 发展 实现 人文 关怀 科学 精神 统一,0
称重 传感器 检测 系统 设计 实现,力源 稳定性 要求 非常高 力值 大小 波动 不 大于 2 N,0
称重 传感器 检测 系统 设计 实现,设计标准 传感器 检 传感器 连接 方式 使 受力 方向 一条 直线 上 提高 系统 精确度,0
称重 传感器 检测 系统 设计 实现,改进 连接件 使 能够 检测 电子吊秤,0
称重 传感器 检测 系统 设计 实现,过程控制 数据录入 分析 应用程序 铺平道路,0
称重 传感器 检测 系统 设计 实现,论文 主要 工作 1 称重 传感器 检测 模式 研究,0
称重 传感器 检测 系统 设计 实现,现有 模式 基础 上 进行 改进 使 更 贴近 现代 检测 技术 发展 要求,0
称重 传感器 检测 系统 设计 实现,2 设计 系统 承载 框架 要求 能够 稳定 承受 50 力 选择 合适 金属材料 设计 框架 受力 方式 保证 在工作中 稳定 可靠,0
称重 传感器 检测 系统 设计 实现,3 选择 合适 力源 并使 承载 框架 紧密结合 配合 稳定,0
称重 传感器 检测 系统 设计 实现,4 选择 标准 传感器 仪表,0
称重 传感器 检测 系统 设计 实现,5 设计 开发 检测 系统 相配 系统软件 主要 使用 基于 VisualBasic6 .0 开发环境 用于 完成 两项 工作 数据库开发,0
称重 传感器 检测 系统 设计 实现,二 开发 图形用户界面 显示 应用程序 内容,0
称重 传感器 检测 系统 设计 实现,进行 软件 功能模块 开发 实现 主要包括 过程 监控模块 参数设置 模块 数据管理 模块 权限 模块,0
称重 传感器 检测 系统 设计 实现,（ 1 ） 系统 功能开发 包括 系统 主要 界面 开发 系统 主要 模块 开发,0
称重 传感器 检测 系统 设计 实现,（ 2 ） 文 参数设置 过程 协作 监控 数据采集 存储 数据分析 例 进行 阐述 原代码 说明,0
称重 传感器 检测 系统 设计 实现,（ 3 ） 称重 传感器 测试 系统 配套 软件系统 关键技术 实现 包括 数据集成 接口实现 定制 参数设置 界面 实现 支持 数据查询 应用 系统日志 强大 流转 引擎 分级 授权 体系 支持 快速 定制 开发,0
称重 传感器 检测 系统 设计 实现,课题 研究 针对 称重 传感器 缺乏 检测 条件 设备 现状 现有 称重 传感器 国家标准 国内外 一些 现有 检测 系统 基础 上 利用 高强度 高质量 金属材料 精确 制作 工艺 制成 框架 使用 高精密度 传感器 显示仪表 标准 再 加上 相配 测试 系统软件 核心 设计 构建 一个 能够 实现 ( 1 50 ) 传感器 电子吊秤 检测 新 系统 填补 天津市 空白,1
突出 学科 特点 加强 人文 教育 试论 当前 英语专业 教学改革 胡文仲,本文 提出 培养 外语 人才 不应 只 考虑 市场需求 更 应 考虑 大学 教育 根本 目标,1
突出 学科 特点 加强 人文 教育 试论 当前 英语专业 教学改革 胡文仲,本文 提出 我国 高校 英语专业 应该 回归 人文学科 本位 重点 培养 人文 通识 型或 通用型 英语 人才 条件 具备 情况 下 兼顾 复合型 人才 培养,1
突出 学科 特点 加强 人文 教育 试论 当前 英语专业 教学改革 胡文仲,加强 人文 教育 必须 改革 现有 教学 体制 课程 安排 规划 师资队伍 建设,0
突出 学科 特点 加强 人文 教育 试论 当前 英语专业 教学改革 胡文仲,英语专业 下一阶段 改革 应 致力于 确立 英美 文学 语言学 英语 国家 研究 ( 包括 跨文化研究 ) 学科 主导地位 积极 人文学科 相关 领域 拓展,0
突出 思辨 能力 培养 英语专业 教学改革 引向 深入 孙,未来 5 10 年 中国 高校 改革 发展 主题 大力提高 人才培养 质量 衡量 高校 人才培养 质量 一个 重要指标 思辨 能力 培养,0
突出 思辨 能力 培养 英语专业 教学改革 引向 深入 孙,英语专业 摆脱 目前 大学 学科 体系 弱势地位 提高 毕业生 就业 竞争力 必须 培养 学生 思辨 能力 导向 全面 推进 培养目标 培养 模式 课程 设置 教学方法 测试方法 教材 编写 师资 发展 方面 改革 新一轮 高校 教学改革 走 学科 前列 专业 持续 发展 注入 强大 动力,0
缓 丘 地带 黄河 镇 水库 微生物群落 多样性 特征,上述 结果表明 水体 营养 程度 水库 微 生态 重要 影响 微生物群落 丰度 多样性 差异 判断 水体 富 营养 程度 重要 生态学 指标,1
缓 丘 地带 黄河 镇 水库 微生物群落 多样性 特征,微生物群落 缓 丘 地带 湖库 水生生态系统 重要组成部分 解析 水体 营养 缓丘 地带 湖库 微 生态 耦合 变化 关系 四川省 内江市 典型 缓 丘 地带 富 营养 湖库 黄河 镇 水库 研究 对象 采集 4 不同 富营养化 区域 水样 高通量 测序 技术分析 不同 采样 点 营养水平 微生物群落 结构特征 多样性 影响,0
缓 丘 地带 黄河 镇 水库 微生物群落 多样性 特征,结果表明 水体 综合 营养 指数 （ TLI ） 40 60 营养 程度较 低 水质 好 时 轮虫 门 绿弯 菌门 α 变形 菌 微生物 相对 丰度 高 ； 水体 综合 营养 指数 大于 70 营养 程度较高 时 水体 微生物群落 多样性 丰富 度 增加 放线菌 门 绿藻门 硅藻门 占据 主导 ； 营养 程度 进一步 增加 蓝藻 爆发 生长 时 水体 微生物群落 多样性 丰富 度 会 大幅度降低 拟 杆菌 门 厚壁 菌门 黄 杆菌属 微生物 大量 增殖,0
自然资源 丰裕 程度 经济 发展水平 关系 研究 徐 康宁,资源 诅咒 经济学 一个 经典 假说 命题 国内部 不同 地区 是否 成立 尚 缺乏 验证,0
自然资源 丰裕 程度 经济 发展水平 关系 研究 徐 康宁,自然资源 丰裕 这种 资源 依赖 主要 资本投入 转移 机制 制约 经济增长 劳动 投入 转移 机制 存在 这种 效应 显著,0
自然资源 丰裕 程度 经济 发展水平 关系 研究 徐 康宁,本文 中国 省际 面板 数据 样本 假说 进行 实证 检验,1
自然资源 丰裕 程度 经济 发展水平 关系 研究 徐 康宁,计量 结果显示 命题 我国 内部 地区 层面 同样 成立 多数 省份 丰裕 自然资源 并未 成为 经济发展 有利条件 反而 制约 经济增长,1
自然资源 丰裕 程度 经济 发展水平 关系 研究 徐 康宁,本文 选择 山西 典型 省份 进一步 揭示 资源 诅咒 作用机制,1
自然资源 丰裕 程度 经济 发展水平 关系 研究 徐 康宁,结果表明 密集 过度 资源 开采 引致 制造业 衰退 制度 弱化 制约 经济增长 主要 原因,1
船舶代理 管理系统 设计 实现,中外 贸易 合作 发展 许多 外资进入 国内 企业 国际 货运公司 船代 业务 来说 必须 面对 国际化 市场竞争 依靠 原先 信息服务 提供 水平 很 难 保持 市场 优势地位,0
船舶代理 管理系统 设计 实现,船代 行业 主要 国内外 企业 之间 货物 提供 船舶代理 运输 服务 起始 结束 整个过程 具有 一定 市场 生命周期 社会 发展 市场 业务需求 不断 变化 跟上 时代 脚步 船代 企业 必须 及时 提供 先进 信息技术 服务水平 能力,0
船舶代理 管理系统 设计 实现,目前 情况 来看 船代 企业 面临 最 紧迫 问题 信息技术 运用 实际 业务 当中 提高 企业 信息化 水平,0
船舶代理 管理系统 设计 实现,大量 查阅 文献 基础 上 综合考虑 整个系统 使用 情况 介绍 系统设计 方面 内容 给出 系统 实现 过程,0
船舶代理 管理系统 设计 实现,课题 围绕 船舶代理 管理信息系统 设计 实现 系统 ASP NET WEB开发技术 B S 三层架构 核心 界面 采用 Div Css 技术 进行 布局 结合 JavaScript JQUERY 脚本 辅助 技术 进行 客户端 交互 利用 ADO NET2 .0 进行 系统 数据 访问 操作 设计 采用 快速开发 便于 维护 结构化 开发方法 结合 软硬件开发 理论 目标系统 需要 解决 问题 进行 详细 需求分析 设计 实现 测试,0
船舶代理 管理系统 设计 实现,目标系统 涵盖 船舶代理 公司 日常 基本操作 业务 包括 船务 管理 单证 管理 信息 维护 统计 管理 电子数据交换 核心 管理 模块,0
船舶代理 管理系统 设计 实现,模块 组装 划分 适用于 中小型 不同 业务规模 船舶代理 公司 高 安全性 实用性 完整性 提高 船舶代理 公司 客户 服务质量 节约 运营 成本,0
船舶代理 管理系统 设计 实现,课题 公共 船务代理 业务 对象 建设 解决 船舶代理 公司 业务 处理 流程 涉及 管理 决策问题 管理信息系统,1
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,集中控制 指 设备 运行系统 建立 一个 相对 稳定 控制中心 控制中心 设备 系统 内外 信息 进行 统一 加工 处理 发现 问题 提出 问题 解决方案,0
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,这种 形式 特点 所有 信息 ( 包括 内部 外部 ) 都 流入 中心 控制中心 集中 加工 处理 所有 控制指令 全部 控制中心 统一 下达 保证 设备 运行 一致性,0
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,薄煤层 炮 采 工作面 开采 方式 设备 控制 方式 受 地质环境 条件 限制 目前 开采 大多 人工 打眼放炮 开采 设备 操作 单一 独立操作 自动化 水平 低 占用 人员 没有 实现 设备 之间 连锁 缺乏 必要 监控 保护 手段 易 造成 设备 维护 不 及时 出现 故障 设备 之间 缺乏 连锁 监控 保护 手段 造成 人员 伤害事故 严重 影响 制约 矿井 安全 生产,0
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,主要 内容 1. 深入分析 目前 薄煤层 炮 采 工作面 设备控制 现状 发展趋势 提出 薄煤层 炮 采 工作面 设备 集中 控制系统设计 思路 设计目标 原则 思想 设计要求 方面 进行 论述,0
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,2. 提出 薄煤层 炮 采 工作面 设备 集中 控制系统 设备 组成 网络传输 传感器 信号 采集 设备控制 进行 总体 论述,0
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,3. 结合 北宿 煤矿 生产 实际 情况 设计 出 适合 北宿 煤矿 生产 需要 薄煤层 炮 采 工作面 设备 集中 控制系统,0
薄煤层 炮 采 工作面 设备 集中 控制系统 设计 实现,系统 投入 推动 薄煤层 炮 采 工作面 设备控制 革命 提高 薄煤层 矿井 装备 水平 提高工作效率 经济效益 减少 设备 事故 影响 人员 伤害 薄煤层 炮 采矿 井 实现 本质 安全 高产 高效 奠定 基础,0
